HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
3000,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lamprophis,fuliginosus,African house snake,182.0,182.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,9.0,759,unknown,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,759
3001,Animalia,Chordata,Reptilia,Squamata,Colubridae,Leioheterodon,madagascariensis,Madagascar giant hognose snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,27.2,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3002,Animalia,Chordata,Reptilia,Squamata,Colubridae,Leptophis,mexicanus,Parrot snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,7.7,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3003,Animalia,Chordata,Reptilia,Squamata,Colubridae,Macroprotodon,cucullatus,False smooth snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,5.9,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3004,Animalia,Chordata,Reptilia,Squamata,Colubridae,Masticophis,flagellum,Coachwhip,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,20.2,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3005,Animalia,Chordata,Reptilia,Squamata,Colubridae,Mehelya,capensis,Lapi file snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,10.9,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3006,Animalia,Chordata,Reptilia,Squamata,Colubridae,Natrix,natrix,Grass snake,1460.0,1460.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,96.25,0.1516869409660107,20.0,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,0.0295,94.2,290.25,"19,37,451,527"
3007,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,erythrogaster,Plain-bellied water snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,14.8,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3008,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,sipedon,Northern water snake,730.0,730.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,9.6,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"451,528"
3009,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,taxispilota,Brown water snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,6.1,451,captivity,small,questionable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3010,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,aestivus,Rough greensnake,730.0,730.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,7.2,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"451,528"
3011,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,vernalis,Smooth green snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,6.1,451,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3012,Animalia,Chordata,Reptilia,Squamata,Colubridae,Oxybelis,aeneus,Brown vine snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,15.2,451,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3013,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,catenifer,Gopher snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,33.8,485,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3014,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,melanoleucus,Bull snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,22.4,485,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3015,Animalia,Chordata,Reptilia,Squamata,Colubridae,Psammophis,subtaeniatus,Stripe-belly sand racer,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,5.8,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3016,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pseudaspis,cana,Mole snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,8.3,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3017,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ptyas,mucosus,Indian rat snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,11.3,1,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,1
3018,Animalia,Chordata,Reptilia,Squamata,Colubridae,Regina,septemvittata,Queen snake,1095.0,1095.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,19.3,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"485,528"
3019,Animalia,Chordata,Reptilia,Squamata,Colubridae,Rhamphiophis,oxyrhynchus,Rufous beaked snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,13.3,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3020,Animalia,Chordata,Reptilia,Squamata,Colubridae,Rhinocheilus,lecontei,Western long-nosed snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,19.8,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3021,Animalia,Chordata,Reptilia,Squamata,Colubridae,Salvadora,hexalepis,Western patch-nosed snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,14.3,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3022,Animalia,Chordata,Reptilia,Squamata,Colubridae,Senticolis,triaspis,Green rat snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,19.8,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3023,Animalia,Chordata,Reptilia,Squamata,Colubridae,Spalerosophis,diadema,Diademed snake,547.0,547.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,17.0,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"485,759"
3024,Animalia,Chordata,Reptilia,Squamata,Colubridae,Spilotes,pullatus,Tropical rat snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,17.5,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3025,Animalia,Chordata,Reptilia,Squamata,Colubridae,Storeria,dekayi,Brown snake,730.0,730.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,7.0,451,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"451,528"
3026,Animalia,Chordata,Reptilia,Squamata,Colubridae,Storeria,occipitomaculata,Redbelly snake,730.0,730.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,4.6,451,captivity,tiny,questionable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"451,468"
3027,Animalia,Chordata,Reptilia,Squamata,Colubridae,Telescopus,semiannulatus,Eastern tiger snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,7.6,485,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3028,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,butleri,Butler's garter snake,730.0,916.1596244131456,83.22535211267606,143.75925925925927,12.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,14.0,451,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"451,468"
3029,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,couchii,Western aquatic garter snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,7.7,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3030,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,cyrtopsis,Eastern blackneck garter snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,10.8,485,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3031,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,elegans,Western terrestrial garter snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,17.8,451,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"451,766,883,918,950,1201"
3032,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,marcianus,Checkered garter snake,547.0,547.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,7.0,759,unknown,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,759
3033,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,ordinoides,Northwestern garter snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,15.8,485,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3034,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,radix,Plains garter snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,8.4,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3035,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sauritus,Eastern ribbon snake,730.0,730.0,83.22535211267606,143.75925925925927,14.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,10.6,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"19,451,468"
3036,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,Common garter snake,730.0,730.0,100.0,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,150.0,0.1516869409660107,14.0,485,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"176,289,448,468,485,1273"
3037,Animalia,Chordata,Reptilia,Squamata,Colubridae,Trimorphodon,biscutatus,Western lyresnake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,11.8,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3038,Animalia,Chordata,Reptilia,Squamata,Colubridae,Uromacer,oxyrhynchus,Pointed snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,18.9,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3039,Animalia,Chordata,Reptilia,Squamata,Colubridae,Virginia,striatula,Rough earth snake,730.0,547.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,7.2,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"451,528"
3040,Animalia,Chordata,Reptilia,Squamata,Colubridae,Virginia,valeriae,Smooth earth snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,9.5,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3041,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,cataphractus,Armadillo girdled lizard,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,20.2,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3042,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,cordylus,Rough-scaled girdled lizard,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,15.6,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3043,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,giganteus,Giant spinytail lizard,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,24.9,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3044,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,warreni,Warren's spinytail lizard,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,19.8,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3045,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Gerrhosaurus,major,Rough-scaled plated lizard,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,24.0,485,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3046,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Gerrhosaurus,validus,Giant plated lizard,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,17.2,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3047,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,guttatus,Lesser flat lizard,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,15.6,451,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3048,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,imperator,Emperor flat lizard,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,14.0,451,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3049,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,plumifrons,Green basilisk,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,13.0,485,captivity,large,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3050,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,vittatus,Brown basilisk,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,9.1,485,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3051,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Corytophanes,cristatus,Smooth helmeted iguana,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,7.1,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3052,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Laemanctus,longipes,Eastern casquehead iguana,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,15.4,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3053,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,bimaculatus,Panther anole,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,7.0,451,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3054,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,carolinensis,Green anole,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,7.2,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3055,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,cuvieri,Puerto Rican giant anole,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,9.2,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3056,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,equestris,Knight anole,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,16.5,485,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3057,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,roquet,Anole,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,6.7,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3058,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Hoplodactylus,duvaucelii,Giant gecko,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,25.0,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"451,581"
3059,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,elegans,Auckland green gecko,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,20.0,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3060,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,gemmeus,Jewelled gecko,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,16.0,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3061,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,grayii,Northland green gecko,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,16.0,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3062,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,rudis,Rough scale gecko,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,13.0,451,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3063,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Oedura,marmorata,Marbled velvet gecko,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,21.2,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3064,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Rhacodactylus,leachianus,New Caledonia giant gecko,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,8.5,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3065,Animalia,Chordata,Reptilia,Squamata,Elapidae,Acanthophis,antarcticus,Common death adder,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,9.3,451,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3066,Animalia,Chordata,Reptilia,Squamata,Elapidae,Aspidelaps,lubricus,Coral snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,9.0,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3067,Animalia,Chordata,Reptilia,Squamata,Elapidae,Aspidelaps,scutatus,Shieldnose cobra,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,13.5,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
